isotope	rewet	moisture	plot	mag_id	total_counts	rel_abund	expression_ra	map_frac	total_expression	domain	phylum	class	order	family	genus	species	highest_gtdb	group	feature_id	observed_EAF	mean_resampled_EAF	lower	upper	labeled_resamples	unlabeled_resamples	labeled_sources	unlabeled_sources	mean_resampled_EAF_0	logit_EAF	log_EAF	sqrt_EAF	total_expression_log10	total_expression_log10_cent	expression_ra_log10	expression_ra_log10_cent	expression_ra_mapping_scaled	expression_ra_mapping_scaled_log10	expression_ra_mapping_scaled_log10_cent
12C18O	168h	100	P14	MAG_012	190196.2489778685	0.03647160413509501	0.017928334901158124	0.09380000000000001	5203	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	DASVFB01		DASVFB01 _Genus_MAG_012	100_t168	12C16O_168h_100_P08_coass_bin.11	-0.05166360007013403	-0.05025328291828846	-0.12223093800290737	0.00887201841738747	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.7162538258960365	0.8363235653005522	-1.7464600195557238	1.0634767078652057	0.0016816778137286321	-2.7742572054005747	1.1828028366034904
12C18O	168h	100	P14	MAG_013	53346.62641786045	0.010229628876021656	0.00640223837139185	0.09380000000000001	1858	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	Longimicrobium		Longimicrobium _Genus_MAG_013	100_t168	12C16O_168h_100_P08_coass_bin.31	-0.02676712035804779	-0.02326202335411548	-0.14717649673871502	0.09373837731138723	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.269045709657623	0.23204073658267513	-2.19366809218327	0.4512830965740601	6.005299592365556e-4	-3.2214653216389886	0.5716330222925485
12C18O	168h	100	P14	MAG_014	17160.627860428947	0.0032906833305007756	2.3086650747214957e-4	0.09380000000000001	67	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	UBA4720		UBA4720 _Genus_MAG_014	100_t168	12C16O_168h_100_P14_coass_bin.5	0.05071846858687096	0.05277131234872398	-0.02079884970783783	0.11922732367063311	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	1.8260748027008264	-1.7177506686980764	-3.636637185829134	-1.524031112828161	2.165527840088763e-5	-4.664436228595785	-1.4003800723685542
12C18O	168h	100	P14	MAG_015	1007.1794180027694	1.9313445572045296e-4	2.136376636309444e-4	0.09380000000000001	62	Bacteria	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	VBKO01		VBKO01 _Genus_MAG_015	100_t168	12C16O_168h_100_P16_coass_bin.27	-0.0129108854060058	-0.01032045084273545	-0.05630066434080689	0.03047889352879058	965	695	2	1	0	-6.90875477931522	-6.907755278982137	0	1.792391689498254	-1.7632644377621958	-3.670320147326762	-1.5701405082088367	2.0039212848582586e-5	-4.698119341798358	-1.4464125599150368
12C18O	168h	100	P14	MAG_016	24828.98112533248	0.004761149473490634	0.005599374248391687	0.09380000000000001	1625	Bacteria	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	QHVT01		QHVT01 _Genus_MAG_016	100_t168	12C16O_168h_100_P16_coass_bin.28	0.14946961419533744	0.15015038857642343	-0.05575949251899637	0.36404654805658926	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.210853365314893	0.15340926015749598	-2.251860426799537	0.3716222459349326	5.252213044991403e-4	-3.279657665981718	0.49210538628850103
12C18O	168h	100	P14	MAG_017	337813.7464683212	0.06477840282759521	0.019868302717677828	0.09380000000000001	5766	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	AC-32		AC-32 _Genus_MAG_017	100_t168	12C16O_168h_100_unf_bin.19	-0.06674111410306822	-0.06541387310798046	-0.13712913870840365	-0.00652359535286394	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.760874638052189	0.89661672548782	-1.701839209764827	1.124559180111575	0.0018636467949181804	-2.7296363932444225	1.2437831553625989
12C18O	168h	100	P14	MAG_020	21956.175174106444	0.004210266677572545	9.717067926439728e-4	0.09380000000000001	282	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JAGGAG01		JAGGAG01 _Genus_MAG_020	100_t168	12C16O_168h_50_P10_coass_bin.11	-0.06155432828206799	-0.06004817271581087	-0.13266555485750892	-0.0023922905232443	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.450249108319361	-0.8743451013198994	-3.012464314416701	-0.6695862411717802	9.114609715000466e-5	-4.04026192297725	-0.5473622477565121
12C18O	168h	100	P14	MAG_022	219921.1866239343	0.04217159119895054	0.010075427878336797	0.09380000000000001	2924	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	DATBDE01		DATBDE01 _Genus_MAG_022	100_t168	12C16O_168h_50_P10_coass_bin.31	-0.07808864764910392	-0.07682160266415326	-0.14891580353194236	-0.01757731709909249	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.465977368285823	0.49814149687502607	-1.9967364582855338	0.7208674254636878	9.450751349879917e-4	-3.0245336630107884	0.8407665215861475
12C18O	168h	100	P14	MAG_023	697592.8716173713	0.13376883717645466	0.007570353983825561	0.09380000000000001	2197	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium		Sphingomicrobium _Genus_MAG_023	100_t168	12C16O_168h_50_P10_coass_bin.36	0.0627216491403246	0.06691431375840165	-0.08072133859147541	0.2153689482855235	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.3418300569205104	0.33038942403573146	-2.120883755387379	0.5509192809718706	7.100992036828377e-4	-3.1486809743761013	0.6711025855365372
12C18O	168h	100	P14	MAG_024	17732.345003396294	0.003400314521586878	1.79179975948534e-4	0.09380000000000001	52	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	UBA4720		UBA4720 _Genus_MAG_024	100_t168	12C16O_168h_50_P10_coass_bin.4	0.04920272799273818	0.05141385296450099	-0.02287805531966157	0.12393451261689288	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	1.7160033436347992	-1.8664829707971358	-3.7467081022584887	-1.6747097699264044	1.6807081743972492e-5	-4.774507687661812	-1.5508074701630385
12C18O	168h	100	P14	MAG_025	62180.97176344173	0.011923683033074204	0.012635634073139888	0.09380000000000001	3667	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	JACQAP01	JACQAP01		JACQAP01 _Genus_MAG_025	100_t168	12C16O_168h_50_unf_bin.22	0.06281129122832797	0.0653359288275236	-0.02085122053742561	0.1509132579764005	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.5643109099606027	0.6310131254601496	-1.898402925344462	0.8554785032300498	0.0011852224760605216	-2.9262001213360085	0.9751524824479871
12C18O	168h	100	P14	MAG_026	26384.050671023244	0.005059346105536595	0.007756425497310577	0.09380000000000001	2251	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter		Povalibacter _Genus_MAG_026	100_t168	12C16O_168h_50_unf_bin.52	0.05887545355332641	0.06125060205652902	-0.01641410531220777	0.1344868339346319	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.35237549500052	0.3446387789147476	-2.1103383186835845	0.5653551764162599	7.275527116477322e-4	-3.1381355362960917	0.6855143397045923
12C18O	168h	100	P14	MAG_027	129974.40053509444	0.02492359817550262	0.00873157805872279	0.09380000000000001	2534	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	SPCO01		SPCO01 _Genus_MAG_027	100_t168	12C16O_24h_100_P08_coass_bin.12	-0.04697823250656414	-0.04574717435655225	-0.11173898854212204	0.00932096392825759	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.4038066105474227	0.4141342528525008	-2.0589072093898837	0.6357604272567181	8.190220219081979e-4	-3.086704420749189	0.7558018505910172
12C18O	168h	100	P14	MAG_029	49647.81220034664	0.009520352596203319	0.008755698440100478	0.09380000000000001	2541	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae			Anaeromyxobacteraceae _Family_MAG_029	100_t168	12C16O_24h_100_P14_coass_bin.12	-0.09825059683610356	-0.09682104596679328	-0.1728553835551865	-0.03131902509904067	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.4050046650503694	0.41575310487622574	-2.0577091550239572	0.6374004719555769	8.212845136814249e-4	-3.085506366246242	0.7574391526021244
12C18O	168h	100	P14	MAG_030	17679.74149157315	0.00339022739069108	3.204564954464166e-4	0.09380000000000001	93	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	UBA4720		UBA4720 _Genus_MAG_030	100_t168	12C16O_24h_100_P14_coass_bin.26	0.0476895140292039	0.04992390692274623	-0.02435962546526924	0.11994205477318204	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	1.968482948553935	-1.5253239347371315	-3.4942295658869105	-1.3290859844551879	3.005881927287388e-5	-4.522028082742676	-1.2057602591382193
12C18O	168h	100	P14	MAG_031	165644.10639632505	0.031763540596961515	0.01125043502830699	0.09380000000000001	3265	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CF-46		CF-46 _Genus_MAG_031	100_t168	12C16O_24h_100_P14_coass_bin.30	-0.05805087499488654	-0.05674365310152537	-0.1241084514648133	3.7170245334584265e-4	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.5138831856110926	0.562873467861713	-1.9488306454621236	0.7864468153478826	0.0010552908056551957	-2.9766278456855186	0.9062362400817978
12C18O	168h	100	P14	MAG_034	1448.2297514696743	2.7770927384806164e-4	8.166471980731261e-4	0.09380000000000001	237	Bacteria	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	VBKO01		VBKO01 _Genus_MAG_034	100_t168	12C16O_24h_100_P16_coass_bin.16	-0.3760057874119045	-0.3795717063262349	-0.725032324067262	-0.01848437468903867	965	964	2	2	0	-6.90875477931522	-6.907755278982137	0	2.374748346010104	-0.9763643012448648	-3.0879649918640584	-0.7729408879469524	7.660150717925924e-5	-4.115762685286508	-0.650544156146304
12C18O	168h	100	P14	MAG_036	39603.49082361279	0.0075942761618539925	0.004731040518794946	0.09380000000000001	1373	Bacteria	Actinomycetota	Actinomycetes	JAHEKZ01	JAHEKZ01	JAHEKZ01		JAHEKZ01 _Genus_MAG_036	100_t168	12C16O_24h_100_unf_bin.14	-4.840454099221106e-4	9.286852149872388e-4	-0.06245450498886434	0.05451898688961799	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.137670537236755	0.054522131863394566	-2.325043240642109	0.2714405769692991	4.4377160066296596e-4	-3.352840494059856	0.392091245616196
12C18O	168h	100	P14	MAG_038	1692.464159594694	3.2454311361711745e-4	0.0011474409998242657	0.09380000000000001	333	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum_I	Rhizobium leguminosarum_I_MAG_038	100_t168	12C16O_48h_100_unf_bin.19	0.10341307826505788	0.10704316423662516	-0.0016525545860625	0.2171212674856632	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.5224442335063197	-0.7767925907917611	-2.940269257679924	-0.5707567360571303	1.0762996578351613e-4	-3.9680667977902915	-0.44869793543185416
12C18O	168h	100	P14	MAG_039	1333.1833000858355	2.5564822556468003e-4	7.408402851718232e-4	0.09380000000000001	215	Bacteria	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	VBKO01		VBKO01 _Genus_MAG_039	100_t168	12C16O_48h_100_unf_bin.8	-0.0933112844680416	-0.09350870411087572	-0.1741222349738953	-0.00225177172030689	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.3324384599156054	-1.0335348594783933	-3.130274823541695	-0.8308598080944983	6.949081874911702e-5	-4.158072571381006	-0.7083662847905574
12C18O	168h	100	P14	MAG_040	378.121200304594	7.250766935051818e-5	9.992729427899011e-5	0.09380000000000001	29	Bacteria	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	VBKO01		VBKO01 _Genus_MAG_040	100_t168	12C16O_48h_50_P09_coass_bin.3	-0.1347195533066789	-0.13388804570242688	-0.19973351493369448	-0.09067955319508536	1000	945	3	2	0	-6.90875477931522	-6.907755278982137	0	1.462397997898956	-2.209163146166607	-4.00031152569378	-2.021873439661747	9.373180203369274e-6	-5.028113033397656	-1.8973931568570765
12C18O	168h	100	P14	MAG_041	155317.52304501602	0.029783338242388106	9.785983301804548e-4	0.09380000000000001	284	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium		Sphingomicrobium _Genus_MAG_041	100_t168	12C16O_48h_50_P10_coass_bin.10	0.12589728290551472	0.13059073213152195	-0.02676766859508058	0.29202663561999387	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.4533183400470375	-0.8701978509390448	-3.009395085836485	-0.6653847022385478	9.179252337092667e-5	-4.037192691249574	-0.5431677313401754
12C18O	168h	100	P14	MAG_042	20558.545018527762	0.003942260268216553	2.894445765322472e-4	0.09380000000000001	84	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	UBA4720		UBA4720 _Genus_MAG_042	100_t168	12C16O_48h_50_P10_coass_bin.20	0.05059905129626073	0.05273171036897499	-0.02393316987519804	0.12242077388482037	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	1.9242792860618816	-1.5850534280993407	-3.538433083175483	-1.389597215215549	2.7149901278724792e-5	-4.56623174523473	-1.2661704869855361
12C18O	168h	100	P14	MAG_043	11128.922734324893	0.002134057146750494	0.0028393134650306156	0.09380000000000001	824	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	Longimicrobium		Longimicrobium _Genus_MAG_043	100_t168	12C16O_48h_50_P10_coass_bin.29	0.07280471810455394	0.07729705097767699	-0.19257868363730576	0.2818323534460258	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.9159272116971158	-0.24510499729847238	-2.546786505021019	-0.03210897436599291	2.663276030198718e-4	-3.5745838195994954	0.08904927885881578
12C18O	168h	100	P14	MAG_044	62922.98668333987	0.01206597014213285	0.014716878409157474	0.09380000000000001	4271	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		Bradyrhizobium _Genus_MAG_044	100_t168	12C16O_48h_50_P10_coass_bin.36	0.01905740207656685	0.02080320686289509	-0.0462471166106021	0.0851401204547733	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.630529571426824	0.7204900347821337	-1.8321842687388936	0.9461267741434721	0.0013804431947789712	-2.8599814598697875	1.0656491562844113
12C18O	168h	100	P14	MAG_045	24461.09970074651	0.004690605360458649	9.751525614122139e-4	0.09380000000000001	283	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JAGGAG01		JAGGAG01 _Genus_MAG_045	100_t168	12C16O_48h_50_P10_coass_bin.41	-0.06641176499999989	-0.0650097521442317	-0.1327783350099617	-0.00714460836825019	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.45178643552429	-0.8722678124731014	-3.0109269887910632	-0.667481760094415	9.146931026046568e-5	-4.0387245957723215	-0.5452612841374381
12C18O	168h	100	P14	MAG_047	51396.605367977274	0.009855697233475345	0.0013714159697599333	0.09380000000000001	398	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	SPCO01		SPCO01 _Genus_MAG_047	100_t168	12C16O_48h_50_P13_coass_bin.31	-0.03674964864022357	-0.03503938088729874	-0.11584250257020556	0.02526132872132028	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	2.5998830720736876	-0.6721545962586543	-2.862830480926134	-0.4647489797205077	1.2863881796348176e-4	-3.8906279592229236	-0.3428673861436079
12C18O	168h	100	P14	MAG_049	37959.99039414588	0.007279122222796286	0.08145797368121815	0.09380000000000001	23640	Bacteria	Actinomycetota	Actinomycetes	JAHEKZ01	JAHEKZ01	JAHEKZ01		JAHEKZ01 _Genus_MAG_049	100_t168	12C16O_48h_50_unf_bin.39	-8.993494909530099e-4	6.728922528033332e-4	-0.06726161337751752	0.05722114706847631	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	4.373647472209218	1.724616236544264	-1.0890663921349422	1.96339825097584	0.007640757931298264	-2.1168635590873937	2.0812193414869236
12C18O	168h	100	P14	MAG_050	73984.9403217431	0.01418718544595076	0.007408402851718233	0.09380000000000001	2150	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	JAICJC01	DATLLX01	DATLLX01 sp035537595	DATLLX01 sp035537595_MAG_050	100_t168	12C16O_48h_50_unf_bin.41	-0.06120558367971206	-0.0596322032413368	-0.13055323839400454	-0.00148369647817132	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.3324384599156054	0.31769917849180485	-2.1302753511381973	0.5380629054491762	6.949081874911703e-4	-3.158072571381006	0.6582677098060826
12C18O	168h	100	P14	MAG_051	204871.08687143392	0.039285617982776556	0.0035388045249835466	0.09380000000000001	1027	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium		Sphingomicrobium _Genus_MAG_051	100_t168	12C16O_48h_50_unf_bin.44	0.11774374096025282	0.12186337282957638	-0.02098686747339772	0.2575513491479216	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.0115704435972783	-0.11586860685349566	-2.4511433033549137	0.09881924586804822	3.319398644434567e-4	-3.4789405876993333	0.21975857092666704
12C18O	168h	100	P14	MAG_052	43988.78606527636	0.008435190496016704	0.003662852200640224	0.09380000000000001	1063	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Fodinibacter		Fodinibacter _Genus_MAG_052	100_t168	12C16O_72h_100_P08_coass_bin.2	-0.08277182908762327	-0.08135927410538588	-0.15532483128937882	-0.0205391517212319	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.0265332645232967	-0.09565033391420681	-2.436180486585099	0.11930219640957268	3.4357553642005306e-4	-3.4639777667733145	0.2402072706592264
12C18O	168h	100	P14	MAG_053	17247.19900520355	0.0033072840181521328	2.5498688884983685e-4	0.09380000000000001	74	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	UBA4720		UBA4720 _Genus_MAG_053	100_t168	12C16O_72h_100_P14_coass_bin.28	0.05559231161303629	0.0577819089551108	-0.01549685613272112	0.12822109449526214	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	1.8692317197309762	-1.6594355734330823	-3.593480446744852	-1.4649528412837194	2.3917770174114698e-5	-4.621279311565635	-1.3414003624531643
12C18O	168h	100	P14	MAG_054	194254.18979672366	0.03724974572276717	0.03342740282070631	0.09380000000000001	9701	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	JAFAQB01		JAFAQB01 _Genus_MAG_054	100_t168	12C16O_72h_100_P16_coass_bin.2	0.1558285149843758	0.15603728618632576	0.13640849315822906	0.1780029726045156	1000	1000	3	3	0.15603728618632576	-1.6828092319350347	-1.8512720101978544	0.39501555182843845	3.9868165045855366	1.2019170661501988	-1.4758973520979703	1.4338562841960574	0.0031354903845822522	-2.503694526711075	1.5525629909696883
12C18O	168h	100	P14	MAG_055	91718.01809599515	0.01758764048202579	0.03282094751749589	0.09380000000000001	9525	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265			UBA6265 _Family_MAG_055	100_t168	12C16O_72h_100_P16_coass_bin.33	0.01272508532011657	0.01431337006617854	-0.04222805894379385	0.07494549077626836	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.978864984347657	1.1911727013511668	-1.4838488720957845	1.4229712621209532	0.003078604877141115	-2.5116460469489543	1.5416961731038794
12C18O	168h	100	P14	MAG_057	1162.4595001919229	2.229106143886863e-4	0.004276199041387129	0.09380000000000001	1241	Bacteria	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	VBKO01		VBKO01 _Genus_MAG_057	100_t168	12C16O_72h_100_unf_bin.1	-0.08594959743412148	-0.08596474528567125	-0.1684476451393827	4.558451453495833e-4	1000	945	3	2	0	-6.90875477931522	-6.907755278982137	0	3.09377178149873	-0.004795361114364416	-2.368941986616091	0.21134655480403508	4.011074700821127e-4	-3.3967392497978817	0.3320977137041161
12C18O	168h	100	P14	MAG_058	95772.99061053443	0.018365212874350813	0.005589036942086964	0.09380000000000001	1622	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides		Nocardioides _Genus_MAG_058	100_t168	12C16O_72h_100_unf_bin.11	-0.04794487964954143	-0.0458638133804732	-0.13103644316561797	0.02731463248295049	1000	1000	3	3	0	-6.90875477931522	-6.907755278982137	0	3.2100508498751372	0.15232487397930108	-2.2526629420958377	0.37052366393825203	5.242516651677573e-4	-3.280460181421474	0.49100864140734185
